term,presence,absence,IG
eastwood,261,685,0.8498018839836405
carla,261,685,0.8498018839836405
carer,261,685,0.8498018839836405
courage,261,685,0.8498018839836405
russia,261,685,0.8498018839836405
oil,261,685,0.8498018839836405
dalton,261,685,0.8498018839836405
roberts,261,685,0.8498018839836405
govern,261,685,0.8498018839836405
borough,261,685,0.8498018839836405
dance,261,685,0.8498018839836405
art,261,685,0.8498018839836405
munira,261,685,0.8498018839836405
kick,261,685,0.8498018839836405
broken,261,685,0.8498018839836405
swallow,261,685,0.8498018839836405
cycle,261,685,0.8498018839836405
extension,261,685,0.8498018839836405
neglect,260,686,0.8483263300180977
zone,260,686,0.8483263300180977
angus,260,686,0.8483263300180977
blood,260,686,0.8483263300180977
oversight,260,686,0.8483263300180977
valerie,260,686,0.8483263300180977
davis,260,686,0.8483263300180977
wholeheartedly,260,686,0.8483263300180977
church,260,686,0.8483263300180977
library,260,686,0.8483263300180977
pilot,260,686,0.8483263300180977
shortage,259,687,0.8468426873680925
import,259,687,0.8468426873680925
sad,259,687,0.8468426873680925
patel,259,687,0.8468426873680925
conference,259,687,0.8468426873680925
si,259,687,0.8468426873680925
china,259,687,0.8468426873680925
mcgovern,259,687,0.8468426873680925
employee,259,687,0.8468426873680925
schedule,259,687,0.8468426873680925
commonwealth,258,688,0.8453509366224364
apology,258,688,0.8453509366224364
trickett,258,688,0.8453509366224364
gas,258,688,0.8453509366224364
taskforce,258,688,0.8453509366224364
toby,258,688,0.8453509366224364
disappointing,258,688,0.8453509366224364
integrity,258,688,0.8453509366224364
publication,258,688,0.8453509366224364
submit,258,688,0.8453509366224364
sustain,257,689,0.8438510581849731
fiscal,257,689,0.8438510581849731
conscious,257,689,0.8438510581849731
vaz,257,689,0.8438510581849731
recruitment,257,689,0.8438510581849731
stark,257,689,0.8438510581849731
internationally,257,689,0.8438510581849731
counter,256,690,0.8423430322725699
theme,256,690,0.8423430322725699
allowance,256,690,0.8423430322725699
nadia,256,690,0.8423430322725699
craft,256,690,0.8423430322725699
foord,256,690,0.8423430322725699
rent,256,690,0.8423430322725699
nationally,256,690,0.8423430322725699
lobby,256,690,0.8423430322725699
williamson,256,690,0.8423430322725699
useful,256,690,0.8423430322725699
coutinho,256,690,0.8423430322725699
weak,256,690,0.8423430322725699
disappointed,256,690,0.8423430322725699
hodgson,255,691,0.8408268389130787
mitigate,255,691,0.8408268389130787
shanks,255,691,0.8408268389130787
lawyer,255,691,0.8408268389130787
efficient,255,691,0.8408268389130787
lightwood,255,691,0.8408268389130787
ferguson,255,691,0.8408268389130787
intent,255,691,0.8408268389130787
germany,255,691,0.8408268389130787
devolution,255,691,0.8408268389130787
criterion,255,691,0.8408268389130787
multi,255,691,0.8408268389130787
align,255,691,0.8408268389130787
saving,255,691,0.8408268389130787
busy,255,691,0.8408268389130787
preet,254,692,0.8393024579432604
taxis,254,692,0.8393024579432604
dinenage,254,692,0.8393024579432604
widespread,254,692,0.8393024579432604
platform,254,692,0.8393024579432604
topical,254,692,0.8393024579432604
moran,254,692,0.8393024579432604
newbury,254,692,0.8393024579432604
universal,254,692,0.8393024579432604
devolved,254,692,0.8393024579432604
holiday,254,692,0.8393024579432604
establishment,254,692,0.8393024579432604
frequently,254,692,0.8393024579432604
tradition,254,692,0.8393024579432604
user,253,693,0.837769869006679
talent,253,693,0.837769869006679
layla,253,693,0.837769869006679
district,253,693,0.837769869006679
warning,253,693,0.837769869006679
petition,253,693,0.837769869006679
brexit,253,693,0.837769869006679
eventually,253,693,0.837769869006679
lamb,253,693,0.837769869006679
phase,253,693,0.837769869006679
flexibility,253,693,0.837769869006679
perfect,253,693,0.837769869006679
successive,252,694,0.8362290515515601
heavy,252,694,0.8362290515515601
successfully,252,694,0.8362290515515601
formal,252,694,0.8362290515515601
jardine,252,694,0.8362290515515601
whittingdale,252,694,0.8362290515515601
await,252,694,0.8362290515515601
collaboration,252,694,0.8362290515515601
exchange,252,694,0.8362290515515601
wednesday,252,694,0.8362290515515601
trial,252,694,0.8362290515515601
damaging,252,694,0.8362290515515601
definitely,252,694,0.8362290515515601
criticise,252,694,0.8362290515515601
convention,252,694,0.8362290515515601
enforce,252,694,0.8362290515515601
whittome,251,695,0.8346799848286148
burton,251,695,0.8346799848286148
pathway,251,695,0.8346799848286148
disease,251,695,0.8346799848286148
atkinson,251,695,0.8346799848286148
profound,251,695,0.8346799848286148
lifetime,251,695,0.8346799848286148
murder,251,695,0.8346799848286148
combat,251,695,0.8346799848286148
scene,251,695,0.8346799848286148
actual,250,696,0.833122647888828
heavily,250,696,0.833122647888828
forgive,250,696,0.833122647888828
subsequent,250,696,0.833122647888828
rimmer,250,696,0.833122647888828
excuse,250,696,0.833122647888828
melanie,250,696,0.833122647888828
katie,250,696,0.833122647888828
corbyn,250,696,0.833122647888828
rapid,250,696,0.833122647888828
priti,250,696,0.833122647888828
arthur,250,696,0.833122647888828
drag,250,696,0.833122647888828
usually,250,696,0.833122647888828
services,249,697,0.8315570195812101
diverse,249,697,0.8315570195812101
phone,249,697,0.8315570195812101
governance,249,697,0.8315570195812101
similarly,249,697,0.8315570195812101
gardiner,249,697,0.8315570195812101
jesse,249,697,0.8315570195812101
chambers,249,697,0.8315570195812101
reputation,249,697,0.8315570195812101
innovative,249,697,0.8315570195812101
exceptional,249,697,0.8315570195812101
data,249,697,0.8315570195812101
sharon,249,697,0.8315570195812101
coalition,248,698,0.8299830785505133
boy,248,698,0.8299830785505133
ordinary,248,698,0.8299830785505133
august,248,698,0.8299830785505133
aspiration,248,698,0.8299830785505133
antoniazzi,248,698,0.8299830785505133
horrific,248,698,0.8299830785505133
cancel,248,698,0.8299830785505133
yorkshire,248,698,0.8299830785505133
constantly,248,698,0.8299830785505133
sick,248,698,0.8299830785505133
swiftly,248,698,0.8299830785505133
reserve,248,698,0.8299830785505133
pupil,247,699,0.8284008032349073
dowd,247,699,0.8284008032349073
disruption,247,699,0.8284008032349073
nuclear,247,699,0.8284008032349073
countless,247,699,0.8284008032349073
setting,247,699,0.8284008032349073
dyke,247,699,0.8284008032349073
fault,247,699,0.8284008032349073
tonia,247,699,0.8284008032349073
shah,247,699,0.8284008032349073
nations,246,700,0.8268101718636203
remarkable,246,700,0.8268101718636203
coyle,246,700,0.8268101718636203
bright,246,700,0.8268101718636203
gallery,246,700,0.8268101718636203
abandon,246,700,0.8268101718636203
somewhat,246,700,0.8268101718636203
vince,246,700,0.8268101718636203
assembly,246,700,0.8268101718636203
trend,246,700,0.8268101718636203
popular,246,700,0.8268101718636203
wake,246,700,0.8268101718636203
ought,246,700,0.8268101718636203
clark,246,700,0.8268101718636203
injury,245,701,0.8252111624545361
gratitude,245,701,0.8252111624545361
sexual,245,701,0.8252111624545361
reminder,245,701,0.8252111624545361
timetable,245,701,0.8252111624545361
beat,245,701,0.8252111624545361
article,245,701,0.8252111624545361
learning,245,701,0.8252111624545361
glasgow,245,701,0.8252111624545361
horror,245,701,0.8252111624545361
identity,245,701,0.8252111624545361
collect,244,702,0.8236037528117568
macdonald,244,702,0.8236037528117568
regulator,244,702,0.8236037528117568
gp,244,702,0.8236037528117568
bryant,244,702,0.8236037528117568
sullivan,244,702,0.8236037528117568
examine,244,702,0.8236037528117568
trott,244,702,0.8236037528117568
ed,244,702,0.8236037528117568
interests,243,703,0.8219879205231192
condemn,243,703,0.8219879205231192
candidate,243,703,0.8219879205231192
method,243,703,0.8219879205231192
abolish,243,703,0.8219879205231192
backlog,243,703,0.8219879205231192
monday,243,703,0.8219879205231192
tugendhat,243,703,0.8219879205231192
permit,242,704,0.8203636429576731
suffering,242,704,0.8203636429576731
furniss,242,704,0.8203636429576731
furthermore,242,704,0.8203636429576731
anniversary,242,704,0.8203636429576731
plant,242,704,0.8203636429576731
flood,242,704,0.8203636429576731
warmly,242,704,0.8203636429576731
advanced,242,704,0.8203636429576731
haigh,242,704,0.8203636429576731
precious,242,704,0.8203636429576731
transparent,242,704,0.8203636429576731
edinburgh,242,704,0.8203636429576731
midland,242,704,0.8203636429576731
unprecedented,242,704,0.8203636429576731
overdue,242,704,0.8203636429576731
imperative,242,704,0.8203636429576731
army,242,704,0.8203636429576731
justify,242,704,0.8203636429576731
manager,242,704,0.8203636429576731
pm,242,704,0.8203636429576731
expense,242,704,0.8203636429576731
distress,241,705,0.8187308972631154
hole,241,705,0.8187308972631154
forefront,241,705,0.8187308972631154
twigg,241,705,0.8187308972631154
shine,241,705,0.8187308972631154
chairman,241,705,0.8187308972631154
print,241,705,0.8187308972631154
stringer,241,705,0.8187308972631154
gather,241,705,0.8187308972631154
trouble,241,705,0.8187308972631154
lauren,241,705,0.8187308972631154
exploit,241,705,0.8187308972631154
legally,241,705,0.8187308972631154
renew,241,705,0.8187308972631154
connor,240,706,0.8170896603631819
juss,240,706,0.8170896603631819
seema,240,706,0.8170896603631819
cleverly,240,706,0.8170896603631819
alive,240,706,0.8170896603631819
whitby,240,706,0.8170896603631819
tone,240,706,0.8170896603631819
website,240,706,0.8170896603631819
presence,240,706,0.8170896603631819
curtis,240,706,0.8170896603631819
warinder,240,706,0.8170896603631819
era,240,706,0.8170896603631819
elderly,240,706,0.8170896603631819
happily,240,706,0.8170896603631819
shoulder,240,706,0.8170896603631819
comfort,240,706,0.8170896603631819
stoke,240,706,0.8170896603631819
blow,240,706,0.8170896603631819
naseem,239,707,0.8154399089549935
rush,239,707,0.8154399089549935
concrete,239,707,0.8154399089549935
purchase,239,707,0.8154399089549935
obtain,239,707,0.8154399089549935
prosecution,239,707,0.8154399089549935
involvement,239,707,0.8154399089549935
eat,239,707,0.8154399089549935
firmly,239,707,0.8154399089549935
safely,239,707,0.8154399089549935
alliance,239,707,0.8154399089549935
apparently,239,707,0.8154399089549935
parliamentarian,238,708,0.8137816195063584
rare,238,708,0.8137816195063584
coast,238,708,0.8137816195063584
wright,238,708,0.8137816195063584
dispute,238,708,0.8137816195063584
traffic,238,708,0.8137816195063584
settle,238,708,0.8137816195063584
attitude,238,708,0.8137816195063584
exciting,238,708,0.8137816195063584
ryan,238,708,0.8137816195063584
israel,238,708,0.8137816195063584
productivity,238,708,0.8137816195063584
callum,238,708,0.8137816195063584
davey,238,708,0.8137816195063584
farron,237,709,0.812114768253027
comply,237,709,0.812114768253027
america,237,709,0.812114768253027
bed,237,709,0.812114768253027
inclusion,237,709,0.812114768253027
belong,237,709,0.812114768253027
freeman,237,709,0.812114768253027
esther,237,709,0.812114768253027
mohamed,237,709,0.812114768253027
email,237,709,0.812114768253027
continued,237,709,0.812114768253027
railway,237,709,0.812114768253027
oversee,237,709,0.812114768253027
trauma,237,709,0.812114768253027
sympathy,237,709,0.812114768253027
lincoln,236,710,0.8104393311959004
compromise,236,710,0.8104393311959004
handle,236,710,0.8104393311959004
approval,236,710,0.8104393311959004
merely,236,710,0.8104393311959004
dedication,236,710,0.8104393311959004
penalty,236,710,0.8104393311959004
forest,236,710,0.8104393311959004
panel,236,710,0.8104393311959004
summit,236,710,0.8104393311959004
tourism,235,711,0.8087552840981911
audit,235,711,0.8087552840981911
humanitarian,235,711,0.8087552840981911
reeves,235,711,0.8087552840981911
malhotra,235,711,0.8087552840981911
efficiency,234,712,0.8070626024825328
nurse,234,712,0.8070626024825328
coastal,234,712,0.8070626024825328
perspective,234,712,0.8070626024825328
academic,234,712,0.8070626024825328
whatsoever,234,712,0.8070626024825328
carbon,234,712,0.8070626024825328
devon,234,712,0.8070626024825328
differently,234,712,0.8070626024825328
shut,234,712,0.8070626024825328
husband,234,712,0.8070626024825328
conviction,233,713,0.8053612616280428
drug,233,713,0.8053612616280428
rob,233,713,0.8053612616280428
stock,233,713,0.8053612616280428
trap,233,713,0.8053612616280428
approximately,233,713,0.8053612616280428
proof,233,713,0.8053612616280428
reward,233,713,0.8053612616280428
complicated,233,713,0.8053612616280428
dickson,232,714,0.8036512365673296
dream,232,714,0.8036512365673296
essentially,232,714,0.8036512365673296
civilian,232,714,0.8036512365673296
natasha,232,714,0.8036512365673296
wear,232,714,0.8036512365673296
pollard,232,714,0.8036512365673296
rosindell,232,714,0.8036512365673296
anticipate,232,714,0.8036512365673296
thinking,232,714,0.8036512365673296
arrest,232,714,0.8036512365673296
forthwith,232,714,0.8036512365673296
maintenance,231,715,0.8019325020834525
weapon,231,715,0.8019325020834525
copy,231,715,0.8019325020834525
pattern,231,715,0.8019325020834525
sean,231,715,0.8019325020834525
allocation,231,715,0.8019325020834525
interim,231,715,0.8019325020834525
strain,231,715,0.8019325020834525
halve,231,715,0.8019325020834525
odd,231,715,0.8019325020834525
landmark,231,715,0.8019325020834525
deirdre,231,715,0.8019325020834525
costigan,231,715,0.8019325020834525
shameful,231,715,0.8019325020834525
suitable,231,715,0.8019325020834525
mayer,230,716,0.8002050327068224
renewable,230,716,0.8002050327068224
fabian,230,716,0.8002050327068224
workplace,230,716,0.8002050327068224
overnight,230,716,0.8002050327068224
hack,230,716,0.8002050327068224
osamor,230,716,0.8002050327068224
effectiveness,230,716,0.8002050327068224
bedford,230,716,0.8002050327068224
brand,230,716,0.8002050327068224
visitor,230,716,0.8002050327068224
kirkham,230,716,0.8002050327068224
weight,230,716,0.8002050327068224
women,230,716,0.8002050327068224
appal,230,716,0.8002050327068224
soar,229,717,0.7984688027120528
waugh,229,717,0.7984688027120528
thursday,229,717,0.7984688027120528
christmas,229,717,0.7984688027120528
search,229,717,0.7984688027120528
plenty,229,717,0.7984688027120528
farming,229,717,0.7984688027120528
deem,229,717,0.7984688027120528
maximise,229,717,0.7984688027120528
aldridge,229,717,0.7984688027120528
complexity,229,717,0.7984688027120528
bobby,229,717,0.7984688027120528
william,229,717,0.7984688027120528
endorse,229,717,0.7984688027120528
sunday,229,717,0.7984688027120528
accident,229,717,0.7984688027120528
norfolk,228,718,0.7967237861147526
affair,228,718,0.7967237861147526
peer,228,718,0.7967237861147526
pitcher,228,718,0.7967237861147526
apprenticeship,228,718,0.7967237861147526
famous,228,718,0.7967237861147526
tragically,228,718,0.7967237861147526
freeze,228,718,0.7967237861147526
sacrifice,228,718,0.7967237861147526
exception,228,718,0.7967237861147526
sensitive,228,718,0.7967237861147526
reopen,228,718,0.7967237861147526
saville,227,719,0.7949699566682611
fenton,227,719,0.7949699566682611
assault,227,719,0.7949699566682611
partly,227,719,0.7949699566682611
yemm,227,719,0.7949699566682611
plus,227,719,0.7949699566682611
reliable,227,719,0.7949699566682611
boundary,227,719,0.7949699566682611
regulate,227,719,0.7949699566682611
reader,227,719,0.7949699566682611
persuade,227,719,0.7949699566682611
bbc,227,719,0.7949699566682611
turley,227,719,0.7949699566682611
pub,227,719,0.7949699566682611
nice,227,719,0.7949699566682611
volume,227,719,0.7949699566682611
territory,227,719,0.7949699566682611
fourth,226,720,0.7932072878603273
inclusive,226,720,0.7932072878603273
murphy,226,720,0.7932072878603273
agricultural,226,720,0.7932072878603273
cite,226,720,0.7932072878603273
jayne,226,720,0.7932072878603273
ship,226,720,0.7932072878603273
mitchell,226,720,0.7932072878603273
mcvey,226,720,0.7932072878603273
grave,226,720,0.7932072878603273
lorraine,226,720,0.7932072878603273
max,226,720,0.7932072878603273
originally,226,720,0.7932072878603273
dedicate,226,720,0.7932072878603273
mass,226,720,0.7932072878603273
disappoint,226,720,0.7932072878603273
ease,226,720,0.7932072878603273
subsequently,226,720,0.7932072878603273
uplift,226,720,0.7932072878603273
bold,226,720,0.7932072878603273
tufnell,226,720,0.7932072878603273
expenditure,225,721,0.7914357529097268
deter,225,721,0.7914357529097268
terrorist,225,721,0.7914357529097268
cornwall,225,721,0.7914357529097268
tireless,225,721,0.7914357529097268
premise,225,721,0.7914357529097268
campaigning,225,721,0.7914357529097268
mrs,225,721,0.7914357529097268
qureshi,225,721,0.7914357529097268
educate,225,721,0.7914357529097268
map,225,721,0.7914357529097268
operator,225,721,0.7914357529097268
chope,225,721,0.7914357529097268
financially,225,721,0.7914357529097268
tristan,225,721,0.7914357529097268
athwal,225,721,0.7914357529097268
gaza,225,721,0.7914357529097268
reporting,225,721,0.7914357529097268
yasmin,225,721,0.7914357529097268
kid,224,722,0.7896553247628193
normally,224,722,0.7896553247628193
globally,224,722,0.7896553247628193
sub,224,722,0.7896553247628193
internal,224,722,0.7896553247628193
retail,224,722,0.7896553247628193
hurley,224,722,0.7896553247628193
compliance,224,722,0.7896553247628193
forecast,224,722,0.7896553247628193
bills,224,722,0.7896553247628193
carling,224,722,0.7896553247628193
dark,224,722,0.7896553247628193
embrace,223,723,0.7878659760900442
wholly,223,723,0.7878659760900442
alice,223,723,0.7878659760900442
baroness,223,723,0.7878659760900442
complaint,223,723,0.7878659760900442
jas,223,723,0.7878659760900442
jenny,223,723,0.7878659760900442
diane,223,723,0.7878659760900442
karl,223,723,0.7878659760900442
phil,223,723,0.7878659760900442
ranger,223,723,0.7878659760900442
obese,223,723,0.7878659760900442
sustainability,223,723,0.7878659760900442
bid,223,723,0.7878659760900442
electricity,223,723,0.7878659760900442
gang,223,723,0.7878659760900442
headline,223,723,0.7878659760900442
swift,223,723,0.7878659760900442
mckenna,223,723,0.7878659760900442
slinger,222,724,0.7860676792823507
hospitality,222,724,0.7860676792823507
leeds,222,724,0.7860676792823507
emission,222,724,0.7860676792823507
sized,222,724,0.7860676792823507
asylum,222,724,0.7860676792823507
macalister,222,724,0.7860676792823507
dearden,222,724,0.7860676792823507
neighbourhood,222,724,0.7860676792823507
compete,222,724,0.7860676792823507
disastrous,222,724,0.7860676792823507
dad,222,724,0.7860676792823507
meaning,222,724,0.7860676792823507
innocent,222,724,0.7860676792823507
mcdonagh,222,724,0.7860676792823507
gardner,222,724,0.7860676792823507
disposal,222,724,0.7860676792823507
pam,222,724,0.7860676792823507
sojan,222,724,0.7860676792823507
rhodes,222,724,0.7860676792823507
availability,222,724,0.7860676792823507
procurement,221,725,0.7842604064475647
fifth,221,725,0.7842604064475647
perran,221,725,0.7842604064475647
alec,221,725,0.7842604064475647
saturday,221,725,0.7842604064475647
deliberately,221,725,0.7842604064475647
anxiety,221,725,0.7842604064475647
russian,221,725,0.7842604064475647
survivor,221,725,0.7842604064475647
mcevoy,221,725,0.7842604064475647
irons,221,725,0.7842604064475647
lola,221,725,0.7842604064475647
contrary,221,725,0.7842604064475647
policing,220,726,0.782444129406689
regulations,220,726,0.782444129406689
tracy,220,726,0.782444129406689
meantime,220,726,0.782444129406689
percentage,220,726,0.782444129406689
pat,220,726,0.782444129406689
suspend,220,726,0.782444129406689
hotel,220,726,0.782444129406689
engineering,220,726,0.782444129406689
brother,220,726,0.782444129406689
maguire,220,726,0.782444129406689
component,220,726,0.782444129406689
jameson,220,726,0.782444129406689
pretend,220,726,0.782444129406689
uppal,220,726,0.782444129406689
harpreet,220,726,0.782444129406689
female,220,726,0.782444129406689
brendan,219,727,0.7806188196901329
glynn,219,727,0.7806188196901329
correctly,219,727,0.7806188196901329
strangford,219,727,0.7806188196901329
media,219,727,0.7806188196901329
stable,219,727,0.7806188196901329
clock,219,727,0.7806188196901329
jade,219,727,0.7806188196901329
developer,219,727,0.7806188196901329
urban,219,727,0.7806188196901329
exchequer,219,727,0.7806188196901329
offshore,219,727,0.7806188196901329
observe,219,727,0.7806188196901329
hazelgrove,219,727,0.7806188196901329
tonight,219,727,0.7806188196901329
hinchliff,219,727,0.7806188196901329
snell,219,727,0.7806188196901329
mandatory,219,727,0.7806188196901329
macnae,219,727,0.7806188196901329
whip,219,727,0.7806188196901329
griffiths,219,727,0.7806188196901329
indication,219,727,0.7806188196901329
woodcock,219,727,0.7806188196901329
catastrophic,219,727,0.7806188196901329
becky,218,728,0.7787844485338762
forever,218,728,0.7787844485338762
spot,218,728,0.7787844485338762
compassion,218,728,0.7787844485338762
brackenridge,218,728,0.7787844485338762
disrupt,218,728,0.7787844485338762
square,218,728,0.7787844485338762
euan,218,728,0.7787844485338762
sentiment,218,728,0.7787844485338762
escape,218,728,0.7787844485338762
mullane,218,728,0.7787844485338762
hate,218,728,0.7787844485338762
elsie,218,728,0.7787844485338762
capable,218,728,0.7787844485338762
ordinate,218,728,0.7787844485338762
qualification,218,728,0.7787844485338762
tech,218,728,0.7787844485338762
tear,218,728,0.7787844485338762
flight,218,728,0.7787844485338762
badenoch,218,728,0.7787844485338762
shelbrooke,218,728,0.7787844485338762
fan,217,729,0.776940986875559
undoubtedly,217,729,0.776940986875559
sovereign,217,729,0.776940986875559
baxter,217,729,0.776940986875559
voter,217,729,0.776940986875559
beales,217,729,0.776940986875559
manufacture,217,729,0.776940986875559
farnsworth,217,729,0.776940986875559
assent,217,729,0.776940986875559
linsey,217,729,0.776940986875559
category,217,729,0.776940986875559
wall,217,729,0.776940986875559
dialogue,217,729,0.776940986875559
siobhain,217,729,0.776940986875559
mims,216,730,0.7750884053504985
correspondence,216,730,0.7750884053504985
crossing,216,730,0.7750884053504985
georgia,216,730,0.7750884053504985
hang,216,730,0.7750884053504985
cope,216,730,0.7750884053504985
times,216,730,0.7750884053504985
investor,216,730,0.7750884053504985
foy,216,730,0.7750884053504985
sampson,216,730,0.7750884053504985
enact,216,730,0.7750884053504985
vaughan,216,730,0.7750884053504985
dependent,216,730,0.7750884053504985
underline,216,730,0.7750884053504985
pensioner,215,731,0.7732266742876346
savours,215,731,0.7732266742876346
acute,215,731,0.7732266742876346
australia,215,731,0.7732266742876346
cast,215,731,0.7732266742876346
competitive,215,731,0.7732266742876346
sammy,215,731,0.7732266742876346
error,215,731,0.7732266742876346
criticism,215,731,0.7732266742876346
minns,215,731,0.7732266742876346
advisory,215,731,0.7732266742876346
tremendous,215,731,0.7732266742876346
transformation,215,731,0.7732266742876346
frith,215,731,0.7732266742876346
false,215,731,0.7732266742876346
carpenter,215,731,0.7732266742876346
lower,215,731,0.7732266742876346
viable,215,731,0.7732266742876346
flag,215,731,0.7732266742876346
stainbank,215,731,0.7732266742876346
distance,215,731,0.7732266742876346
veteran,215,731,0.7732266742876346
traditional,215,731,0.7732266742876346
elizabeth,214,732,0.7713557637053947
prinsley,214,732,0.7713557637053947
passionately,214,732,0.7713557637053947
sandher,214,732,0.7713557637053947
variety,214,732,0.7713557637053947
allison,214,732,0.7713557637053947
poynton,214,732,0.7713557637053947
yang,214,732,0.7713557637053947
collier,214,732,0.7713557637053947
johanna,214,732,0.7713557637053947
violent,214,732,0.7713557637053947
markus,214,732,0.7713557637053947
conlon,213,733,0.7694756433074843
lewin,213,733,0.7694756433074843
deterrent,213,733,0.7694756433074843
inappropriate,213,733,0.7694756433074843
jogee,213,733,0.7694756433074843
satvir,213,733,0.7694756433074843
unlikely,213,733,0.7694756433074843
van,213,733,0.7694756433074843
designate,213,733,0.7694756433074843
gdp,213,733,0.7694756433074843
music,213,733,0.7694756433074843
ms,213,733,0.7694756433074843
ahmed,213,733,0.7694756433074843
thoughtful,213,733,0.7694756433074843
nash,213,733,0.7694756433074843
discharge,213,733,0.7694756433074843
narayan,213,733,0.7694756433074843
gregor,213,733,0.7694756433074843
newcastle,212,734,0.7675862824785956
dead,212,734,0.7675862824785956
kumar,212,734,0.7675862824785956
trip,212,734,0.7675862824785956
briefing,212,734,0.7675862824785956
kanishka,212,734,0.7675862824785956
foody,212,734,0.7675862824785956
manufacturer,212,734,0.7675862824785956
yuan,212,734,0.7675862824785956
timothy,212,734,0.7675862824785956
communicate,212,734,0.7675862824785956
store,212,734,0.7675862824785956
deficit,212,734,0.7675862824785956
mix,212,734,0.7675862824785956
american,212,734,0.7675862824785956
bury,212,734,0.7675862824785956
sureena,212,734,0.7675862824785956
inside,212,734,0.7675862824785956
turmaine,212,734,0.7675862824785956
loophole,211,735,0.7656876502800345
jecty,211,735,0.7656876502800345
naismith,211,735,0.7656876502800345
braverman,211,735,0.7656876502800345
actor,211,735,0.7656876502800345
proportionate,211,735,0.7656876502800345
josan,211,735,0.7656876502800345
machine,211,735,0.7656876502800345
gurinder,211,735,0.7656876502800345
sake,211,735,0.7656876502800345
deprive,211,735,0.7656876502800345
strickland,211,735,0.7656876502800345
noble,211,735,0.7656876502800345
asser,211,735,0.7656876502800345
command,211,735,0.7656876502800345
staggering,211,735,0.7656876502800345
kyrke,211,735,0.7656876502800345
york,211,735,0.7656876502800345
embed,211,735,0.7656876502800345
flexible,211,735,0.7656876502800345
flat,211,735,0.7656876502800345
medicine,211,735,0.7656876502800345
carden,211,735,0.7656876502800345
punish,211,735,0.7656876502800345
exceed,211,735,0.7656876502800345
darling,211,735,0.7656876502800345
wilkinson,211,735,0.7656876502800345
pamela,211,735,0.7656876502800345
charalambous,211,735,0.7656876502800345
egan,211,735,0.7656876502800345
kirith,210,736,0.7637797154452649
seriousness,210,736,0.7637797154452649
kendall,210,736,0.7637797154452649
concept,210,736,0.7637797154452649
solely,210,736,0.7637797154452649
witherden,210,736,0.7637797154452649
formula,210,736,0.7637797154452649
insight,210,736,0.7637797154452649
botterill,210,736,0.7637797154452649
style,210,736,0.7637797154452649
depth,210,736,0.7637797154452649
creative,210,736,0.7637797154452649
resilient,210,736,0.7637797154452649
billington,210,736,0.7637797154452649
laughter,210,736,0.7637797154452649
bambos,210,736,0.7637797154452649
entwistle,210,736,0.7637797154452649
sky,210,736,0.7637797154452649
myer,210,736,0.7637797154452649
character,210,736,0.7637797154452649
arrange,209,737,0.7618624463753667
suella,209,737,0.7618624463753667
suddenly,209,737,0.7618624463753667
instrument,209,737,0.7618624463753667
fortunate,209,737,0.7618624463753667
beavers,209,737,0.7618624463753667
riddell,209,737,0.7618624463753667
minimise,209,737,0.7618624463753667
narrow,209,737,0.7618624463753667
hassan,209,737,0.7618624463753667
animal,209,737,0.7618624463753667
understandably,209,737,0.7618624463753667
gps,209,737,0.7618624463753667
fookes,209,737,0.7618624463753667
birth,209,737,0.7618624463753667
platt,209,737,0.7618624463753667
commence,209,737,0.7618624463753667
children,209,737,0.7618624463753667
defeat,209,737,0.7618624463753667
straightforward,209,737,0.7618624463753667
helena,209,737,0.7618624463753667
inevitable,209,737,0.7618624463753667
predict,209,737,0.7618624463753667
bonavia,208,738,0.7599358111344063
notwithstanding,208,738,0.7599358111344063
torcuil,208,738,0.7599358111344063
terry,208,738,0.7599358111344063
paffey,208,738,0.7599358111344063
blundell,208,738,0.7599358111344063
complain,208,738,0.7599358111344063
queen,208,738,0.7599358111344063
newly,208,738,0.7599358111344063
productive,208,738,0.7599358111344063
crichton,208,738,0.7599358111344063
bloore,208,738,0.7599358111344063
rid,207,739,0.7579997774447167
recess,207,739,0.7579997774447167
heat,207,739,0.7579997774447167
garden,207,739,0.7579997774447167
putin,207,739,0.7579997774447167
drink,207,739,0.7579997774447167
hurst,207,739,0.7579997774447167
accuse,207,739,0.7579997774447167
essex,207,739,0.7579997774447167
goldman,207,739,0.7579997774447167
qualify,206,740,0.7560543126820864
text,206,740,0.7560543126820864
amos,206,740,0.7560543126820864
credible,206,740,0.7560543126820864
artificial,206,740,0.7560543126820864
hatton,206,740,0.7560543126820864
wise,206,740,0.7560543126820864
pearce,206,740,0.7560543126820864
statute,206,740,0.7560543126820864
jeevun,206,740,0.7560543126820864
charters,206,740,0.7560543126820864
tidball,206,740,0.7560543126820864
mundell,206,740,0.7560543126820864
judicial,206,740,0.7560543126820864
charles,206,740,0.7560543126820864
supplier,206,740,0.7560543126820864
evolve,206,740,0.7560543126820864
dakin,206,740,0.7560543126820864
stake,206,740,0.7560543126820864
brickell,206,740,0.7560543126820864
item,206,740,0.7560543126820864
massively,206,740,0.7560543126820864
invasion,206,740,0.7560543126820864
franklin,205,741,0.7540993838708547
proudly,205,741,0.7540993838708547
renewal,205,741,0.7540993838708547
strip,205,741,0.7540993838708547
kyle,205,741,0.7540993838708547
diagnosis,205,741,0.7540993838708547
silence,205,741,0.7540993838708547
wave,205,741,0.7540993838708547
timeline,205,741,0.7540993838708547
