term,presence,absence,IG
rest,373,573,0.9675133920149658
especially,373,573,0.9675133920149658
confidence,373,573,0.9675133920149658
predecessor,373,573,0.9675133920149658
soon,373,573,0.9675133920149658
bailey,373,573,0.9675133920149658
harris,373,573,0.9675133920149658
daniel,373,573,0.9675133920149658
save,373,573,0.9675133920149658
blackman,372,574,0.9668553018340753
nearly,372,574,0.9668553018340753
comment,372,574,0.9668553018340753
evidence,372,574,0.9668553018340753
actually,372,574,0.9668553018340753
demand,372,574,0.9668553018340753
easy,372,574,0.9668553018340753
race,372,574,0.9668553018340753
final,372,574,0.9668553018340753
powell,372,574,0.9668553018340753
time,574,372,0.9668553018340753
commend,372,574,0.9668553018340753
right,574,372,0.9668553018340753
mind,371,575,0.9661904551791762
march,371,575,0.9661904551791762
clive,371,575,0.9661904551791762
nigel,371,575,0.9661904551791762
defence,371,575,0.9661904551791762
rural,371,575,0.9661904551791762
miss,371,575,0.9661904551791762
highlight,371,575,0.9661904551791762
benches,371,575,0.9661904551791762
worth,370,576,0.9655188456207827
safety,370,576,0.9655188456207827
respond,370,576,0.9655188456207827
link,370,576,0.9655188456207827
fully,370,576,0.9655188456207827
scotland,370,576,0.9655188456207827
legal,370,576,0.9655188456207827
rule,370,576,0.9655188456207827
budget,370,576,0.9655188456207827
mcdonald,370,576,0.9655188456207827
kim,370,576,0.9655188456207827
behalf,370,576,0.9655188456207827
robertson,370,576,0.9655188456207827
cat,369,577,0.9648404666536345
apply,369,577,0.9648404666536345
protection,369,577,0.9648404666536345
deep,369,577,0.9648404666536345
black,369,577,0.9648404666536345
wrong,369,577,0.9648404666536345
necessary,369,577,0.9648404666536345
royal,369,577,0.9648404666536345
building,369,577,0.9648404666536345
privilege,369,577,0.9648404666536345
strike,369,577,0.9648404666536345
table,369,577,0.9648404666536345
intend,369,577,0.9648404666536345
vulnerable,368,578,0.9641553116962946
lack,368,578,0.9641553116962946
danny,368,578,0.9641553116962946
choice,368,578,0.9641553116962946
ground,368,578,0.9641553116962946
idea,368,578,0.9641553116962946
northern,368,578,0.9641553116962946
leadership,368,578,0.9641553116962946
push,368,578,0.9641553116962946
crucial,368,578,0.9641553116962946
basis,368,578,0.9641553116962946
fix,368,578,0.9641553116962946
space,368,578,0.9641553116962946
improvement,368,578,0.9641553116962946
effect,368,578,0.9641553116962946
design,368,578,0.9641553116962946
responsible,367,579,0.9634633740907408
propose,367,579,0.9634633740907408
technology,367,579,0.9634633740907408
post,367,579,0.9634633740907408
critical,367,579,0.9634633740907408
university,367,579,0.9634633740907408
treat,367,579,0.9634633740907408
principle,367,579,0.9634633740907408
success,367,579,0.9634633740907408
clearly,367,579,0.9634633740907408
stuart,367,579,0.9634633740907408
christopher,366,580,0.9627646471019516
partner,366,580,0.9627646471019516
nature,366,580,0.9627646471019516
instead,366,580,0.9627646471019516
charge,366,580,0.9627646471019516
pressure,366,580,0.9627646471019516
death,366,580,0.9627646471019516
truly,366,580,0.9627646471019516
direct,366,580,0.9627646471019516
hughes,366,580,0.9627646471019516
poor,365,581,0.9620591239174874
advice,365,581,0.9620591239174874
officer,365,581,0.9620591239174874
purpose,365,581,0.9620591239174874
complete,365,581,0.9620591239174874
employment,365,581,0.9620591239174874
quickly,365,581,0.9620591239174874
human,365,581,0.9620591239174874
extra,365,581,0.9620591239174874
practice,365,581,0.9620591239174874
global,365,581,0.9620591239174874
probably,364,582,0.9613467976470627
operate,364,582,0.9613467976470627
failure,364,582,0.9613467976470627
acknowledge,364,582,0.9613467976470627
attention,364,582,0.9613467976470627
gavin,364,582,0.9613467976470627
st,364,582,0.9613467976470627
skill,364,582,0.9613467976470627
scott,364,582,0.9613467976470627
travel,364,582,0.9613467976470627
crime,364,582,0.9613467976470627
proposal,363,583,0.9606276613221152
wild,363,583,0.9606276613221152
reality,363,583,0.9606276613221152
strategy,363,583,0.9606276613221152
sam,363,583,0.9606276613221152
minute,363,583,0.9606276613221152
completely,363,583,0.9606276613221152
liam,363,583,0.9606276613221152
exactly,363,583,0.9606276613221152
positive,363,583,0.9606276613221152
julian,363,583,0.9606276613221152
conversation,363,583,0.9606276613221152
similar,363,583,0.9606276613221152
common,363,583,0.9606276613221152
maintain,362,584,0.9599017078953672
park,362,584,0.9599017078953672
young,584,362,0.9599017078953672
darren,362,584,0.9599017078953672
near,362,584,0.9599017078953672
agreement,362,584,0.9599017078953672
repeat,362,584,0.9599017078953672
doubt,362,584,0.9599017078953672
implement,362,584,0.9599017078953672
suggest,362,584,0.9599017078953672
collins,362,584,0.9599017078953672
discussion,362,584,0.9599017078953672
seven,362,584,0.9599017078953672
solution,362,584,0.9599017078953672
non,362,584,0.9599017078953672
police,362,584,0.9599017078953672
loss,362,584,0.9599017078953672
lay,361,585,0.959168930240381
urge,361,585,0.959168930240381
supply,361,585,0.959168930240381
ambition,361,585,0.959168930240381
attend,361,585,0.959168930240381
resource,361,585,0.959168930240381
deeply,361,585,0.959168930240381
essential,361,585,0.959168930240381
relationship,361,585,0.959168930240381
legacy,361,585,0.959168930240381
court,361,585,0.959168930240381
hamilton,361,585,0.959168930240381
delivery,361,585,0.959168930240381
bank,361,585,0.959168930240381
appropriate,361,585,0.959168930240381
aim,361,585,0.959168930240381
launch,360,586,0.9584293211511075
forget,360,586,0.9584293211511075
fear,360,586,0.9584293211511075
appreciate,360,586,0.9584293211511075
jessica,360,586,0.9584293211511075
express,360,586,0.9584293211511075
explain,360,586,0.9584293211511075
class,360,586,0.9584293211511075
closely,360,586,0.9584293211511075
sign,360,586,0.9584293211511075
modern,360,586,0.9584293211511075
consequence,360,586,0.9584293211511075
touch,360,586,0.9584293211511075
member,586,360,0.9584293211511075
roll,360,586,0.9584293211511075
mental,360,586,0.9584293211511075
ireland,360,586,0.9584293211511075
entirely,360,586,0.9584293211511075
training,360,586,0.9584293211511075
research,359,587,0.9576828733414289
westminster,359,587,0.9576828733414289
europe,359,587,0.9576828733414289
outcome,359,587,0.9576828733414289
representative,359,587,0.9576828733414289
twist,359,587,0.9576828733414289
extremely,359,587,0.9576828733414289
patrick,359,587,0.9576828733414289
charity,359,587,0.9576828733414289
decide,358,588,0.9569295794446955
medium,358,588,0.9569295794446955
identify,358,588,0.9569295794446955
previously,358,588,0.9569295794446955
relation,358,588,0.9569295794446955
requirement,358,588,0.9569295794446955
assessment,358,588,0.9569295794446955
commission,358,588,0.9569295794446955
people,589,357,0.9561694320132537
simple,357,589,0.9561694320132536
foreign,357,589,0.9561694320132536
enjoy,357,589,0.9561694320132536
expand,357,589,0.9561694320132536
assure,357,589,0.9561694320132536
advocate,357,589,0.9561694320132536
effective,357,589,0.9561694320132536
limit,357,589,0.9561694320132536
primary,357,589,0.9561694320132536
sustainable,357,589,0.9561694320132536
conclude,357,589,0.9561694320132536
avoid,357,589,0.9561694320132536
scale,357,589,0.9561694320132536
night,356,590,0.9554024235179706
land,356,590,0.9554024235179706
specific,356,590,0.9554024235179706
yes,356,590,0.9554024235179706
demonstrate,356,590,0.9554024235179706
delay,356,590,0.9554024235179706
intervention,356,590,0.9554024235179706
fast,356,590,0.9554024235179706
louise,356,590,0.9554024235179706
average,356,590,0.9554024235179706
committed,356,590,0.9554024235179706
certain,356,590,0.9554024235179706
site,356,590,0.9554024235179706
stay,355,591,0.9546285463477489
village,355,591,0.9546285463477489
scottish,355,591,0.9546285463477489
remark,355,591,0.9546285463477489
regard,355,591,0.9546285463477489
date,355,591,0.9546285463477489
relevant,355,591,0.9546285463477489
edwards,355,591,0.9546285463477489
greg,355,591,0.9546285463477489
piece,355,591,0.9546285463477489
culture,354,592,0.9538477928090365
strengthen,354,592,0.9538477928090365
circumstance,354,592,0.9538477928090365
main,354,592,0.9538477928090365
couple,354,592,0.9538477928090365
concerned,354,592,0.9538477928090365
incredible,354,592,0.9538477928090365
july,354,592,0.9538477928090365
walk,354,592,0.9538477928090365
appear,354,592,0.9538477928090365
capacity,354,592,0.9538477928090365
everybody,354,592,0.9538477928090365
operation,354,592,0.9538477928090365
proper,354,592,0.9538477928090365
alistair,354,592,0.9538477928090365
gap,354,592,0.9538477928090365
water,354,592,0.9538477928090365
directly,353,593,0.9530601551253288
majority,353,593,0.9530601551253288
determined,353,593,0.9530601551253288
barrier,353,593,0.9530601551253288
effectively,353,593,0.9530601551253288
spencer,353,593,0.9530601551253288
network,353,593,0.9530601551253288
promote,353,593,0.9530601551253288
wendy,353,593,0.9530601551253288
damage,353,593,0.9530601551253288
press,353,593,0.9530601551253288
conduct,352,594,0.9522656254366642
agency,352,594,0.9522656254366642
route,352,594,0.9522656254366642
morning,352,594,0.9522656254366642
chief,352,594,0.9522656254366642
die,352,594,0.9522656254366642
vicky,352,594,0.9522656254366642
bench,352,594,0.9522656254366642
tony,352,594,0.9522656254366642
light,352,594,0.9522656254366642
likely,352,594,0.9522656254366642
osborne,352,594,0.9522656254366642
accord,352,594,0.9522656254366642
bradley,352,594,0.9522656254366642
lie,352,594,0.9522656254366642
rely,351,595,0.9514641957991121
eye,351,595,0.9514641957991121
european,351,595,0.9514641957991121
obviously,351,595,0.9514641957991121
fundamental,351,595,0.9514641957991121
partnership,351,595,0.9514641957991121
total,351,595,0.9514641957991121
century,351,595,0.9514641957991121
seriously,351,595,0.9514641957991121
properly,351,595,0.9514641957991121
inform,351,595,0.9514641957991121
cox,350,596,0.9506558581842541
message,350,596,0.9506558581842541
journey,350,596,0.9506558581842541
occasion,350,596,0.9506558581842541
th,350,596,0.9506558581842541
civil,350,596,0.9506558581842541
understanding,350,596,0.9506558581842541
consultation,350,596,0.9506558581842541
enter,350,596,0.9506558581842541
body,350,596,0.9506558581842541
treatment,350,596,0.9506558581842541
option,349,597,0.9498406044786583
criminal,349,597,0.9498406044786583
clean,349,597,0.9498406044786583
test,349,597,0.9498406044786583
